Vehicle_ID,execution_target,latency_ms,energy_J,workload,workload_scaled,resource_utilization_pct,Vehicle_Type,Vehicle_Priority,fog_node,Slice_Type,offline_mode,Task_ID,task_size,requested_bandwidth_mbps,allocated_bandwidth_mbps,offload_success,handover_latency_ms,queue_length,AI_Optimization_Score,reward,execution_target_offline,latency_ms_offline,queue_length_offline,task_success_offline,chosen_target,cost_vehicle,cost_fog,cost_cloud,chosen_cost,alpha,beta,gamma,is_offline,eff_latency_ms,eff_energy_J
V245,cloud,66.75,0.2186,39970845,39.970845,87.83,Sedan,1,N81,mMTC,0,T1890,8149,67,67,1,14.01607414,2.297,0.792754935,0.588796614,cloud,66.75,2.297,1,cloud,53.9372105198326,25.58133893718117,20.864795527671934,20.864795527671934,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,71.4225,0.24701799999999996
V823,vehicle,70.02,0.1886,8257648,8.257648,87.83,Truck,1,N415,URLLC,0,T8761,8674,150,150,1,11.30887251,2.547,0.744044231,0.792194618,vehicle,70.02,2.547,1,cloud,28.041400092516927,25.065694322323047,23.948895927750502,23.948895927750502,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,74.9214,0.21311799999999997
V322,cloud,62.4,0.2201,14341236,14.341236,87.19,Sedan,0,N138,URLLC,0,T3778,3426,262,235,1,12.67187879,2.5688,0.814051098,0.649281988,cloud,62.4,2.5688,1,cloud,29.858320982762983,23.725687744275422,21.404810021287368,21.404810021287368,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.768,0.24871299999999996
V644,vehicle,58.04,0.1877,2084070,2.08407,85.33,Truck,1,N433,eMBB,1,T8036,1641,80,48,1,16.44959532,2.362,0.969264833,0.870725993,vehicle,65.13825770781861,3.1302977377212,1,vehicle,21.113852264668232,22.150054147795935,22.910912733310813,21.113852264668232,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,53.9772,0.163299
V159,cloud,65.12,0.24,7979472,7.979472,87.7,Sedan,0,N470,mMTC,0,T8115,1692,98,96,1,12.43737134,2.5294,0.705108388,0.649980054,cloud,65.12,2.5294,1,cloud,28.704532993476587,25.841319443966274,24.78753767358297,24.78753767358297,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,69.67840000000001,0.27119999999999994
V978,vehicle,72.0,0.2209,2791776,2.791776,86.42,SUV,0,N350,URLLC,0,T5365,1248,293,227,1,11.86936923,2.3478,0.873368751,0.803369342,vehicle,72.0,2.3478,1,vehicle,29.255596736403337,30.125895368968095,30.903936954483633,29.255596736403337,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.96000000000001,0.19218300000000002
V430,fog,72.0,0.2238,12559900,12.5599,84.1,Motorcycle,0,N126,eMBB,0,T219,8845,291,117,1,13.93671656,2.3253,0.995598548,0.689773066,fog,72.0,2.3253,1,cloud,33.64091579849492,27.34194058205417,24.668767637217222,24.668767637217222,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.25289399999999995
V942,cloud,72.0,0.2092,20242014,20.242014,87.83,Sedan,0,N369,mMTC,1,T4803,5421,187,187,1,16.91390272,2.2452,0.815980403,0.670738009,fog,83.67794053625185,3.286378927241572,1,fog,40.6980601626585,27.39368747198122,24.712754837065333,27.39368747198122,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,72.0,0.2092
V463,vehicle,58.0,0.2027,3747186,3.747186,87.83,Motorcycle,0,N405,eMBB,0,T7888,3489,68,68,1,12.45233163,2.4197,0.864832169,0.83599729,vehicle,58.0,2.4197,1,vehicle,23.94339750372452,24.046195388756725,24.38489231887263,23.94339750372452,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,53.940000000000005,0.17634899999999998
V310,fog,71.11,0.2115,5568360,5.56836,86.93,Motorcycle,0,N356,eMBB,0,T3255,1470,262,224,1,15.03281328,1.6467,0.706944408,0.713488721,fog,71.11,1.6467,1,cloud,30.194987599326577,28.923704375795705,28.666056484448784,28.666056484448784,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,76.0877,0.23899499999999996
V698,cloud,69.75,0.225,22867635,22.867635,87.83,Truck,0,N309,URLLC,1,T1577,9469,53,53,0,15.56971769,2.5864,0.767728464,0.673270309,fog,77.61797090227282,3.836716470736351,1,fog,42.49449566888362,26.564867447126776,23.963867291959126,26.564867447126776,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,69.75,0.225
V061,cloud,58.0,0.1898,41173707,41.173707,87.83,SUV,1,N343,URLLC,0,T519,9309,110,110,1,12.42582526,2.5747,0.700064919,0.603597281,cloud,58.0,2.5747,1,cloud,51.4249629855706,22.921514910196343,18.16488998110438,18.16488998110438,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.21447399999999997
V885,cloud,72.0,0.1834,30379518,30.379518,83.6,Sedan,1,N230,mMTC,1,T555,6833,127,41,1,15.36929809,1.5,0.766627677,0.641892504,fog,89.96624191993622,2.010330680062441,1,fog,46.75211501080643,24.860823365356985,22.424452446124054,24.860823365356985,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,72.0,0.1834
V596,vehicle,71.65,0.2078,5342640,5.34264,87.83,Motorcycle,0,N460,URLLC,0,T2593,3152,85,85,1,13.2066988,2.5148,0.806724903,0.818293026,vehicle,71.65,2.5148,1,cloud,30.316102537498494,29.20990778702633,29.03443235206438,29.03443235206438,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,76.66550000000001,0.234814
V768,cloud,58.0,0.2324,17018400,17.0184,83.0,Sedan,1,N345,mMTC,0,T2837,4052,261,48,1,14.79383498,1.608,0.80185243,0.643829801,cloud,58.0,1.608,1,cloud,27.809392554687985,20.000257723030796,18.042449910050593,18.042449910050593,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.26261199999999996
V650,fog,58.0,0.2228,5494833,5.494833,87.83,SUV,1,N310,URLLC,0,T1209,9657,102,102,1,14.80117826,1.8763,0.812308464,0.755595809,fog,58.0,1.8763,1,cloud,22.295483003615715,21.396767400177723,21.225788516130006,21.225788516130006,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.251764
V651,vehicle,61.58,0.2325,3734024,3.734024,87.83,Sedan,0,N441,eMBB,0,T4686,3668,104,104,0,14.2146481,2.4077,0.793054114,0.828240503,vehicle,61.58,2.4077,1,vehicle,25.41742233815518,25.53552551018239,25.899437731436645,25.41742233815518,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,57.269400000000005,0.202275
V866,cloud,65.39,0.24,15628194,15.628194,86.04,Sedan,1,N20,URLLC,0,T915,9018,269,192,1,11.54173862,1.6495,0.868991888,0.649476542,cloud,65.39,1.6495,1,cloud,29.559861375476295,22.520210820913235,20.316904352239366,20.316904352239366,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,69.96730000000001,0.27119999999999994
V669,fog,67.84,0.1831,10233423,10.233423,87.83,Sedan,1,N369,eMBB,1,T2250,3501,52,52,1,16.01181497,2.5046,0.948470333,0.747920598,fog,79.73433642513073,3.466425049625142,0,fog,27.973930684481644,23.776990987652404,22.062621399254322,23.776990987652404,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,67.84,0.1831
V299,fog,68.93,0.24,5955584,5.955584,87.83,Truck,1,N49,eMBB,0,T5326,8192,127,127,1,12.92468039,2.523,0.882839551,0.722226766,fog,68.93,2.523,1,cloud,26.671822380900615,25.29437583362985,24.942125531769364,24.942125531769364,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,73.75510000000001,0.27119999999999994
V690,fog,61.85,0.2326,8333884,8.333884,84.29,Sedan,0,N490,eMBB,0,T5606,3614,291,126,1,12.11911106,2.1006,0.796404226,0.73762076,fog,61.85,2.1006,1,cloud,27.41320265029603,24.455642097370447,23.340218047016275,23.340218047016275,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.1795,0.26283799999999996
V315,cloud,71.65,0.1981,26073280,26.07328,87.83,SUV,1,N135,mMTC,0,T9727,5524,189,189,1,11.24465085,1.5,0.929546655,0.599690445,cloud,71.65,1.5,1,cloud,42.39709002136299,24.71722320561351,22.296223446342683,22.296223446342683,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,76.66550000000001,0.22385299999999997
V311,vehicle,61.31,0.2045,4540657,4.540657,87.25,Motorcycle,1,N29,eMBB,0,T10179,6161,192,174,1,14.54535766,1.8138,0.802055755,0.813928858,vehicle,61.31,1.8138,1,fog,23.205992619527294,22.82894265333124,22.92401216304399,22.82894265333124,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,61.31,0.2045
V362,vehicle,58.0,0.2144,439674,0.439674,83.94,Motorcycle,0,N48,eMBB,0,T3544,1154,199,75,1,15.06538617,2.243,0.772505482,0.938918878,vehicle,58.0,2.243,1,vehicle,22.67649527498034,24.848417454541718,26.18361610764768,22.67649527498034,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,53.940000000000005,0.186528
V480,fog,58.0,0.1822,6625477,6.625477,84.49,Motorcycle,1,N477,URLLC,0,T3574,2173,127,59,1,11.09952697,2.717,0.729967071,0.75242254,fog,58.0,2.717,1,cloud,22.677928877725364,21.13764234028429,20.65778280152707,20.65778280152707,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.20588599999999999
V111,vehicle,70.02,0.2248,859650,0.85965,87.83,Motorcycle,1,N269,mMTC,0,T3502,5210,77,77,1,14.07255835,2.2624,0.925802214,0.820039044,vehicle,70.02,2.2624,1,vehicle,24.956933060720278,27.043767154337665,28.364675954042948,24.956933060720278,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,65.1186,0.195576
V990,cloud,72.0,0.1912,21625128,21.625128,87.83,Truck,1,N3,URLLC,0,T2590,5992,132,132,1,12.35897465,1.7783,0.793149973,0.65778378,cloud,72.0,1.7783,1,cloud,38.19097964794803,24.80664208582672,22.37835879068024,22.37835879068024,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.216056
V487,vehicle,72.0,0.2076,6456524,6.456524,83.0,SUV,0,N258,URLLC,0,T9479,4198,288,33,0,14.87103674,2.2652,0.718410137,0.77434825,vehicle,72.0,2.2652,1,cloud,30.992959473197494,29.01514304076477,28.421751340674284,28.421751340674284,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.234588
V364,fog,68.93,0.2004,5707492,5.707492,85.55,SUV,0,N16,eMBB,0,T6497,1316,299,190,1,12.04619857,2.1429,0.948835011,0.684248946,fog,68.93,2.1429,1,cloud,29.33319093636002,27.997126433151614,27.697435293092344,27.697435293092344,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,73.75510000000001,0.226452
V255,fog,64.3,0.2333,10895248,10.895248,84.99,Sedan,0,N94,eMBB,0,T2693,8552,244,133,1,15.14562643,2.455,0.740900457,0.709020313,fog,64.3,2.455,1,cloud,29.58665644378491,24.728378769840685,22.710356354511074,22.710356354511074,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,68.801,0.263629
V260,cloud,67.3,0.2149,41981628,41.981628,86.05,Truck,1,N358,URLLC,0,T6160,8476,246,176,1,13.32041208,1.5795,0.902391252,0.58213959,cloud,67.3,1.5795,1,cloud,56.13433054456868,26.33586913194661,21.044667600880754,21.044667600880754,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,72.011,0.242837
V803,cloud,68.39,0.24,17260106,17.260106,87.83,Motorcycle,1,N134,eMBB,1,T6120,5426,53,53,1,16.62037993,2.4305,0.851488513,0.645207852,fog,81.33675720017767,3.0383928017930364,1,fog,32.417911592229366,23.556504940804132,21.25153813948404,23.556504940804132,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,68.39,0.24
V678,fog,59.4,0.1834,3037188,3.037188,83.0,Truck,0,N301,mMTC,0,T9045,692,257,38,1,11.82512566,2.1446,0.967862252,0.693818404,fog,59.4,2.1446,1,vehicle,24.23664022651838,24.79708622799008,25.363122314750086,24.23664022651838,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,55.242000000000004,0.159558
V495,vehicle,66.48,0.2011,3269336,3.269336,87.09,Sedan,0,N327,mMTC,0,T3707,1478,126,111,1,13.04639811,2.6933,0.739947125,0.806324881,vehicle,66.48,2.6933,1,vehicle,27.22341310311506,27.68439421738407,28.23780878043726,27.22341310311506,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,61.82640000000001,0.174957
V671,fog,65.66,0.2074,21758256,21.758256,87.83,SUV,0,N133,URLLC,0,T4467,7092,92,92,1,11.68084113,1.8851,0.834653637,0.685890117,fog,65.66,1.8851,1,cloud,39.3898645234161,25.0079817218604,22.559342364623845,22.559342364623845,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,70.2562,0.234362
V378,vehicle,61.04,0.2177,4135600,4.1356,84.56,SUV,0,N312,URLLC,1,T4603,1688,172,82,1,16.54816171,2.2634,0.785678738,0.784035817,vehicle,67.75815222696845,3.38910332051953,1,fog,25.354435760248105,25.20679259177506,25.44004605962718,25.20679259177506,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,61.04,0.2177
V527,vehicle,58.0,0.2162,3835391,3.835391,84.99,Motorcycle,1,N455,eMBB,1,T9574,1579,262,143,1,16.26403612,2.653,0.771223348,0.7809437,vehicle,70.32465609247285,3.3679875071310823,1,vehicle,21.715910582450505,21.759036214059375,22.041514631434765,21.715910582450505,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,53.940000000000005,0.188094
V846,fog,72.0,0.24,10369086,10.369086,83.0,Sedan,0,N482,eMBB,0,T305,8139,209,34,1,12.54764977,1.5737,0.978773666,0.696388631,fog,72.0,1.5737,1,cloud,32.8617998190294,27.835912215168168,25.77531408915744,25.77531408915744,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.27119999999999994
V138,vehicle,72.0,0.2182,3086435,3.086435,87.83,Truck,0,N383,eMBB,0,T9586,3301,77,77,1,14.95990428,2.6598,0.937770295,0.85641954,vehicle,72.0,2.6598,1,vehicle,29.394840204086762,30.03632656514442,30.704173010465976,29.394840204086762,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.96000000000001,0.189834
V356,vehicle,58.0,0.1941,1030239,1.030239,84.54,Truck,0,N32,eMBB,1,T857,4347,258,122,1,15.9033332,2.3353,0.929958389,0.891104027,vehicle,65.6261786599316,3.462828453641328,1,vehicle,22.898996796515675,24.701501494798322,25.858753164683247,22.898996796515675,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,53.940000000000005,0.168867
V366,cloud,60.76,0.2177,24140272,24.140272,85.19,SUV,1,N305,URLLC,0,T4784,6827,262,151,1,14.33120487,1.5285,0.729953358,0.656585008,cloud,60.76,1.5285,1,cloud,35.93224719745143,20.985996996356217,18.929725394621777,18.929725394621777,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,65.0132,0.24600099999999997
V943,cloud,58.0,0.186,45737619,45.737619,87.83,Motorcycle,1,N269,URLLC,0,T1689,9631,53,53,1,14.17790347,1.8319,0.876307262,0.592403603,cloud,58.0,1.8319,1,cloud,55.88820804922232,24.208379570824743,18.188979843369353,18.188979843369353,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.21017999999999998
V750,vehicle,72.0,0.2291,463904,0.463904,86.5,Sedan,0,N414,eMBB,0,T36,1064,287,226,1,12.45111375,2.3617,0.758423217,0.94441892,vehicle,72.0,2.3617,1,vehicle,28.153677959722216,30.83038347461645,32.4784754654215,28.153677959722216,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.96000000000001,0.199317
V949,cloud,72.0,0.2135,29849790,29.84979,84.02,Motorcycle,1,N25,eMBB,0,T7071,9095,136,53,1,11.55861661,1.5279,0.715636669,0.593918369,cloud,72.0,1.5279,1,cloud,46.2432232069461,24.864994188269097,22.428329624742332,22.428329624742332,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.24125499999999997
V830,cloud,63.76,0.1939,34893318,34.893318,83.0,Sedan,0,N469,eMBB,1,T2311,8166,274,46,1,16.38329455,2.1978,0.84401778,0.591839382,fog,78.72499122421098,3.0656980215466283,1,fog,52.70480584668491,25.53569012882885,21.988453245345543,25.53569012882885,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,63.76,0.1939
V657,cloud,67.84,0.2328,33142894,33.142894,87.83,SUV,0,N316,URLLC,1,T3287,8857,64,64,1,16.40250834,1.8903,0.806114639,0.593104392,fog,76.71150098154492,2.6130014590078523,1,fog,52.7177035747129,26.538961844383586,23.37582286412906,26.538961844383586,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,67.84,0.2328
V200,vehicle,58.0,0.1838,2337566,2.337566,87.83,Sedan,0,N59,eMBB,0,T10590,4942,81,81,1,14.79860874,2.2482,0.992679947,0.874167306,vehicle,58.0,2.2482,1,vehicle,23.39842828614702,24.383376738983763,25.14686810557132,23.39842828614702,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,53.940000000000005,0.159906
V214,vehicle,72.0,0.1923,653040,0.65304,83.0,Sedan,1,N213,mMTC,0,T9075,720,250,46,1,13.03417875,1.5,0.842597197,0.918768674,vehicle,72.0,1.5,1,vehicle,25.563733320452187,27.853752976108108,29.28143762481154,25.563733320452187,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,66.96000000000001,0.167301
V409,vehicle,71.11,0.2009,4400732,4.400732,86.16,Sedan,1,N156,URLLC,0,T8130,2044,251,184,1,13.09525745,2.5743,0.782473905,0.802700385,vehicle,71.11,2.5743,1,fog,26.84017772949096,26.50086746433206,26.658251357743286,26.50086746433206,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,71.11,0.2009
V333,vehicle,62.12,0.2143,3218674,3.218674,84.41,Truck,1,N496,mMTC,1,T9154,2602,188,85,1,15.35573407,2.707,0.971079677,0.848523514,vehicle,70.10882818114405,3.6647543397965054,1,vehicle,23.022284421664967,23.443090918610068,23.92599930850879,23.022284421664967,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,57.7716,0.186441
V209,vehicle,72.0,0.1986,140874,0.140874,87.83,Sedan,1,N314,mMTC,1,T9907,886,59,59,1,16.38266156,2.701,0.793091378,0.981332527,vehicle,79.59473641275943,3.4281117484349,1,vehicle,25.345750808234726,27.995418440642872,29.596346515891703,25.345750808234726,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,66.96000000000001,0.172782
V614,vehicle,58.0,0.2134,5656941,5.656941,84.02,SUV,1,N276,eMBB,1,T9884,3141,180,70,1,16.32251855,2.4157,0.794826435,0.800832929,vehicle,67.90698242245699,3.026771630074712,0,fog,22.349314864359602,21.35864553923371,21.14339119795622,21.35864553923371,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,58.0,0.2134
V079,vehicle,59.95,0.1928,2128016,2.128016,86.86,Sedan,1,N418,eMBB,1,T10097,2354,206,174,1,15.67925328,1.6095,0.978059891,0.888090907,vehicle,71.02433389086409,2.0378617660495344,0,vehicle,21.823638619675048,22.868230383202413,23.641742907033244,21.823638619675048,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,55.7535,0.167736
V030,cloud,70.02,0.2253,18151675,18.151675,83.16,Motorcycle,1,N389,URLLC,0,T6787,3985,219,55,1,14.85218988,2.4269,0.953218521,0.63744222,cloud,70.02,2.4269,1,cloud,33.971039604972205,24.115893482832572,21.756075094946592,21.756075094946592,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,74.9214,0.25458899999999995
V536,vehicle,60.76,0.2196,3475200,3.4752,87.83,SUV,1,N210,eMBB,0,T5432,1448,91,91,1,11.50483979,1.5,0.998291668,0.789900552,vehicle,60.76,1.5,1,vehicle,22.614867725035868,22.874127231822502,23.27311829765457,22.614867725035868,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,56.5068,0.191052
V696,cloud,70.56,0.2353,42368044,42.368044,84.07,Sedan,0,N444,eMBB,0,T409,9388,264,105,1,11.96977228,1.5,0.859044571,0.560459189,cloud,70.56,1.5,1,cloud,63.9565809613145,30.44452717041401,24.359629717510877,24.359629717510877,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,75.4992,0.265889
V558,fog,58.59,0.2259,17897100,17.8971,84.62,Truck,1,N487,eMBB,1,T6948,8450,288,140,0,16.39132513,1.8614,0.725683282,0.696388362,fog,65.02648037761608,2.3377908543465944,1,fog,28.91506811468549,20.206004878255982,18.227847242020115,20.206004878255982,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,58.59,0.2259
V837,cloud,72.0,0.2057,38503374,38.503374,84.68,Motorcycle,0,N427,eMBB,0,T1563,8827,220,109,1,14.63857436,2.0761,0.706808988,0.598425056,cloud,72.0,2.0761,1,cloud,60.440865339746395,29.777969972522037,24.822491629116513,24.822491629116513,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.23244099999999998
V597,vehicle,72.0,0.1939,2155431,2.155431,87.83,Motorcycle,0,N57,URLLC,0,T1510,5001,52,52,1,11.05518231,2.4427,0.875788771,0.83949239,vehicle,72.0,2.4427,1,vehicle,28.948505142820252,30.312528898959208,31.328340892825533,28.948505142820252,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.96000000000001,0.16869299999999998
V166,fog,58.0,0.2358,2144000,2.144,87.83,Sedan,1,N185,mMTC,0,T96,500,193,193,1,11.60882926,2.3294,0.902937537,0.695679599,fog,58.0,2.3294,1,vehicle,21.13297644736258,22.135163053720945,22.879489785347687,21.13297644736258,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,53.940000000000005,0.205146
V919,fog,72.0,0.2181,7150832,7.150832,85.34,Motorcycle,1,N459,mMTC,0,T1513,3224,208,125,1,14.98101061,2.0205,0.865971396,0.754730599,fog,72.0,2.0205,1,cloud,28.36281111244765,26.082788385351762,25.309803498493558,25.309803498493558,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.24645299999999995
V496,cloud,62.4,0.1928,20767425,20.767425,87.02,SUV,0,N54,eMBB,0,T2413,5651,177,154,1,11.0303695,1.7963,0.86164525,0.673780917,cloud,62.4,1.7963,1,cloud,36.79990475345776,23.76617964725105,21.439104639553076,21.439104639553076,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.768,0.21786399999999997
V825,vehicle,64.57,0.2198,3474300,3.4743,84.19,Sedan,1,N209,eMBB,0,T4707,6260,175,73,1,11.96484831,2.7377,0.814144286,0.835973976,vehicle,64.57,2.7377,1,vehicle,24.027230201493808,24.3034109577878,24.72772044652599,24.027230201493808,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,60.05009999999999,0.191226
V066,cloud,63.49,0.1977,19980116,19.980116,84.51,SUV,0,N368,URLLC,0,T9648,4442,271,127,1,14.29240274,1.9948,0.882605552,0.644270564,cloud,63.49,1.9948,1,cloud,36.45648333159966,24.17345805537017,21.80690823498953,21.80690823498953,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,67.93430000000001,0.22340099999999996
V142,fog,58.0,0.1944,19307808,19.307808,85.01,Motorcycle,1,N429,URLLC,0,T7347,5616,177,97,1,15.15137119,2.0276,0.727037043,0.681664388,fog,58.0,2.0276,1,cloud,30.037165202573554,20.00538554663002,18.046413071397335,18.046413071397335,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.21967199999999998
V926,fog,63.21,0.1835,20882030,20.88203,87.36,Motorcycle,0,N342,eMBB,0,T6202,8410,171,158,1,14.91176756,1.6532,0.894907502,0.711825584,fog,63.21,1.6532,1,cloud,37.298219609232966,24.07139787577382,21.714507758957954,21.714507758957954,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,67.63470000000001,0.20735499999999998
V828,cloud,72.0,0.2014,13973133,13.973133,87.83,Sedan,1,N293,mMTC,0,T10850,3301,64,64,1,12.34561586,2.4745,0.953040443,0.669761898,cloud,72.0,2.4745,1,cloud,30.708947383846592,24.760133959397837,22.33883046864264,22.33883046864264,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.22758199999999998
V656,cloud,58.86,0.2349,16845922,16.845922,84.71,Truck,0,N340,URLLC,1,T9599,3622,104,52,1,15.27307533,2.3429,0.955916734,0.635481399,fog,71.59313332780025,3.3594265389358644,1,fog,30.924131733505163,22.408286728373184,20.21506822244724,22.408286728373184,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,58.86,0.2349
V332,vehicle,72.0,0.1847,3305984,3.305984,86.02,Motorcycle,0,N304,mMTC,0,T4550,4696,217,154,1,12.42349452,1.7275,0.922709126,0.872734898,vehicle,72.0,1.7275,1,vehicle,29.49230679999607,29.96317241922526,30.548834525994593,29.49230679999607,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.96000000000001,0.160689
V665,cloud,58.0,0.1912,25120095,25.120095,84.83,SUV,1,N252,mMTC,0,T1262,9555,202,105,1,12.95239819,1.5475,0.850387656,0.657091182,cloud,58.0,1.5475,1,cloud,35.721755537760004,20.04185551652196,18.077461146386405,18.077461146386405,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.216056
V250,cloud,65.66,0.1883,29860768,29.860768,87.83,Motorcycle,0,N374,mMTC,1,T3881,9784,81,81,1,15.47894843,2.3257,0.812003147,0.651633922,fog,76.69044173343332,3.035125894573219,1,fog,48.145699766460304,25.061874758290564,22.605123140289507,25.061874758290564,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,65.66,0.1883
V908,fog,72.0,0.2114,4268490,4.26849,86.4,SUV,0,N438,mMTC,0,T4880,1082,274,211,1,14.89779739,2.2919,0.949929477,0.709670065,fog,72.0,2.2919,1,fog,29.954431743314437,29.677717609499926,29.903391960182326,29.677717609499926,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,72.0,0.2114
V709,fog,72.0,0.207,8624455,8.624455,87.83,Motorcycle,1,N304,URLLC,1,T5215,2051,67,67,1,16.09534046,1.7958,0.772942317,0.687639529,fog,84.86341490873787,2.1861221635717643,1,fog,28.994250369622637,25.6757395845299,24.402836872548708,25.6757395845299,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,72.0,0.207
V306,fog,58.0,0.2099,4896882,4.896882,86.83,SUV,1,N112,mMTC,0,T9641,1431,274,230,1,14.94567735,2.6775,0.741665748,0.728709677,fog,58.0,2.6775,1,cloud,22.08362984780478,21.524499102586137,21.51699883066622,21.51699883066622,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.23718699999999998
V735,fog,58.0,0.2258,5953689,5.953689,87.21,Motorcycle,0,N366,eMBB,0,T1480,2601,121,109,1,14.40985162,1.6368,0.964415185,0.751634242,fog,58.0,1.6368,1,cloud,24.7965058264069,23.516247699187314,23.189070987348494,23.189070987348494,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,62.06,0.255154
V976,vehicle,60.22,0.2033,4386924,4.386924,85.06,SUV,1,N6,URLLC,0,T6614,8388,194,108,1,11.56204861,2.0028,0.774617996,0.822877961,vehicle,60.22,2.0028,1,fog,22.739233058511573,22.459346282549344,22.5962877378072,22.459346282549344,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,60.22,0.2033
V050,vehicle,72.0,0.1954,934128,0.934128,86.2,Sedan,1,N418,eMBB,0,T9584,8982,92,68,1,13.20629482,2.6681,0.724367108,0.801443818,vehicle,72.0,2.6681,1,vehicle,25.685094747175498,27.777851523037093,29.110520955787873,25.685094747175498,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,66.96000000000001,0.16999799999999998
V897,vehicle,58.0,0.2046,314048,0.314048,84.56,Sedan,1,N191,mMTC,0,T10274,1402,214,102,1,12.59121421,1.9864,0.951424427,0.965487323,vehicle,58.0,1.9864,1,vehicle,20.48920394491505,22.52692042863508,23.769982506099417,20.48920394491505,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,53.940000000000005,0.178002
